id_sewa,nama_barang,jenis,tanggal_sewa,durasi_sewa,hari,bulan,stok_saat_itu,total_biaya
MIP-05317,TV Sony 65 Inch,TV,2025-01-13,1,Monday,1,4,884111
MIP-05318,Epson 6000 Lumens,Proyektor,2025-05-13,1,Tuesday,5,11,802943
MIP-05319,Screen 2x3,Screen,2025-11-06,8,Thursday,11,14,2596089
MIP-05320,Screen 3x4,Screen,2024-05-11,7,Saturday,5,3,3518538
MIP-05321,Epson 6000 Lumens,Proyektor,2025-05-19,2,Monday,5,6,1833124
MIP-05322,Screen 2x3,Screen,2025-01-07,8,Tuesday,1,18,2627919
MIP-05323,TV Sony 65 Inch,TV,2025-10-18,8,Saturday,10,3,5967062
MIP-05324,Screen 2x3,Screen,2024-10-02,9,Wednesday,10,4,2978129
MIP-05325,Screen 2x3,Screen,2024-04-09,1,Tuesday,4,11,320268
MIP-05326,Epson 10000 Lumens,Proyektor,2025-07-08,5,Tuesday,7,2,7601135
MIP-05327,TV Sony 65 Inch,TV,2024-10-20,6,Sunday,10,1,4701076
MIP-05328,TV Panasonic 43 Inch,TV,2025-12-19,5,Friday,12,5,1243891
MIP-05329,Screen 3x4,Screen,2024-11-13,2,Wednesday,11,3,997514
MIP-05330,Epson 6000 Lumens,Proyektor,2025-12-17,8,Wednesday,12,15,6973510
MIP-05331,Epson 10000 Lumens,Proyektor,2024-05-27,6,Monday,5,1,9248727
MIP-05332,Epson 6000 Lumens,Proyektor,2024-07-21,7,Sunday,7,1,6561814
MIP-05333,TV LG 43 Inch,TV,2025-09-11,1,Thursday,9,3,260931
MIP-05334,Epson 10000 Lumens,Proyektor,2024-02-12,9,Monday,2,3,14411383
MIP-05335,Screen 2x3,Screen,2025-10-15,2,Wednesday,10,6,694583
MIP-05336,TV Panasonic 43 Inch,TV,2024-07-07,8,Sunday,7,14,2246898
MIP-05337,TV Samsung 50 Inch,TV,2024-04-25,5,Thursday,4,9,2585563
MIP-05338,TV Sony 65 Inch,TV,2025-12-16,3,Tuesday,12,3,2821848
MIP-05339,Screen 2x3,Screen,2025-12-03,4,Wednesday,12,6,1663096
MIP-05340,Epson 6000 Lumens,Proyektor,2024-03-03,1,Sunday,3,11,757525
MIP-05341,TV Samsung 50 Inch,TV,2024-06-10,9,Monday,6,1,4982960
MIP-05342,Screen 3x4,Screen,2025-01-21,4,Tuesday,1,10,2021967
MIP-05343,Screen 3x4,Screen,2025-06-24,2,Tuesday,6,6,1209532
MIP-05344,Epson 6000 Lumens,Proyektor,2024-05-15,4,Wednesday,5,6,3030069
MIP-05345,TV Panasonic 43 Inch,TV,2025-04-25,9,Friday,4,10,2436534
MIP-05346,TV Panasonic 43 Inch,TV,2025-05-28,9,Wednesday,5,10,2424195
MIP-05347,Screen 3x4,Screen,2025-01-16,7,Thursday,1,9,3299084
MIP-05348,Epson 6000 Lumens,Proyektor,2024-07-08,7,Monday,7,2,5240196
MIP-05349,Epson 6000 Lumens,Proyektor,2024-06-01,8,Saturday,6,4,7456580
MIP-05350,Screen 3x4,Screen,2024-11-22,9,Friday,11,2,4284604
MIP-05351,Epson 6000 Lumens,Proyektor,2025-08-31,7,Sunday,8,12,6690611
MIP-05352,TV Panasonic 43 Inch,TV,2025-01-01,10,Wednesday,1,6,2181249
MIP-05353,TV Sony 65 Inch,TV,2024-06-16,9,Sunday,6,2,7895305
MIP-05354,Screen 3x4,Screen,2025-05-14,3,Wednesday,5,3,1657155
MIP-05355,TV Samsung 50 Inch,TV,2025-04-22,4,Tuesday,4,3,1790430
MIP-05356,TV Samsung 75 Inch,TV,2024-08-03,7,Saturday,8,5,10476776
MIP-05357,TV Sony 65 Inch,TV,2024-04-21,1,Sunday,4,3,830908
MIP-05358,Screen 2x3,Screen,2025-07-10,9,Thursday,7,14,2918650
MIP-05359,Epson 10000 Lumens,Proyektor,2025-01-16,8,Thursday,1,5,13239119
MIP-05360,TV Sony 65 Inch,TV,2025-07-06,2,Sunday,7,5,1388338
MIP-05361,TV Samsung 50 Inch,TV,2025-09-15,1,Monday,9,2,435746
MIP-05362,TV Panasonic 43 Inch,TV,2024-01-06,5,Saturday,1,10,1233609
MIP-05363,TV LG 43 Inch,TV,2025-09-08,6,Monday,9,1,1325437
MIP-05364,Screen 2x3,Screen,2025-03-25,10,Tuesday,3,17,3438239
MIP-05365,TV Panasonic 43 Inch,TV,2024-04-18,10,Thursday,4,2,2426385
MIP-05366,TV LG 43 Inch,TV,2025-02-12,1,Wednesday,2,3,242763
MIP-05367,TV Samsung 50 Inch,TV,2025-11-14,5,Friday,11,10,2294316
MIP-05368,TV Sony 65 Inch,TV,2024-12-09,3,Monday,12,3,2848717
MIP-05369,TV LG 43 Inch,TV,2025-06-16,6,Monday,6,1,1708965
MIP-05370,Screen 2x3,Screen,2025-10-30,5,Thursday,10,3,1833991
MIP-05371,Epson 10000 Lumens,Proyektor,2025-06-19,9,Thursday,6,2,19583166
MIP-05372,Screen 3x4,Screen,2025-01-17,9,Friday,1,1,5201177
MIP-05373,TV Panasonic 43 Inch,TV,2024-01-22,9,Monday,1,4,1994554
MIP-05374,Epson 6000 Lumens,Proyektor,2024-07-25,5,Thursday,7,2,4859539
MIP-05375,Screen 2x3,Screen,2025-09-03,1,Wednesday,9,3,360721
MIP-05376,Epson 10000 Lumens,Proyektor,2024-01-09,8,Tuesday,1,1,15150171
MIP-05377,TV LG 43 Inch,TV,2024-04-18,3,Thursday,4,5,722101
MIP-05378,TV Samsung 50 Inch,TV,2025-11-08,10,Saturday,11,5,4403933
MIP-05379,TV Samsung 75 Inch,TV,2024-02-18,8,Sunday,2,8,11144754
MIP-05380,Epson 10000 Lumens,Proyektor,2024-10-31,10,Thursday,10,3,18067625
MIP-05381,Screen 2x3,Screen,2025-07-20,10,Sunday,7,19,3509465
MIP-05382,Epson 10000 Lumens,Proyektor,2025-02-24,1,Monday,2,2,1939086
MIP-05383,TV Samsung 50 Inch,TV,2024-06-29,4,Saturday,6,5,1744229
MIP-05384,Screen 2x3,Screen,2025-01-18,8,Saturday,1,20,2630967
MIP-05385,Epson 10000 Lumens,Proyektor,2025-12-23,10,Tuesday,12,3,16865142
MIP-05386,TV Samsung 50 Inch,TV,2025-06-29,10,Sunday,6,10,4809804
MIP-05387,TV Sony 65 Inch,TV,2025-02-21,6,Friday,2,3,4856886
MIP-05388,TV Sony 65 Inch,TV,2025-07-26,8,Saturday,7,1,5929353
MIP-05389,Epson 10000 Lumens,Proyektor,2024-11-26,10,Tuesday,11,4,17864278
MIP-05390,TV LG 43 Inch,TV,2025-12-28,4,Sunday,12,2,1224588
MIP-05391,Screen 2x3,Screen,2024-07-19,9,Friday,7,9,3070205
MIP-05392,Epson 6000 Lumens,Proyektor,2024-03-22,8,Friday,3,6,7810968
MIP-05393,TV LG 43 Inch,TV,2024-02-29,1,Thursday,2,6,241279
MIP-05394,TV Samsung 75 Inch,TV,2024-07-29,6,Monday,7,3,7847840
MIP-05395,Screen 3x4,Screen,2025-05-06,10,Tuesday,5,10,5214244
MIP-05396,TV Panasonic 43 Inch,TV,2024-03-27,6,Wednesday,3,12,1540886
MIP-05397,TV Samsung 75 Inch,TV,2025-11-02,2,Sunday,11,2,2699073
MIP-05398,TV LG 43 Inch,TV,2024-06-22,10,Saturday,6,3,3071558
MIP-05399,TV Panasonic 43 Inch,TV,2025-11-22,9,Saturday,11,11,2531406
MIP-05400,Epson 10000 Lumens,Proyektor,2024-02-11,5,Sunday,2,5,8015210
MIP-05401,Epson 6000 Lumens,Proyektor,2024-08-07,3,Wednesday,8,1,2527830
MIP-05402,TV Panasonic 43 Inch,TV,2025-03-29,1,Saturday,3,8,276565
MIP-05403,Screen 3x4,Screen,2025-12-29,6,Monday,12,5,3312925
MIP-05404,Epson 10000 Lumens,Proyektor,2024-11-29,2,Friday,11,3,3938260
MIP-05405,Screen 3x4,Screen,2025-11-10,3,Monday,11,4,1757925
MIP-05406,Epson 6000 Lumens,Proyektor,2024-01-09,4,Tuesday,1,7,3251053
MIP-05407,TV Sony 65 Inch,TV,2025-04-24,1,Thursday,4,1,915285
MIP-05408,Screen 3x4,Screen,2024-11-05,9,Tuesday,11,9,4519559
MIP-05409,Epson 10000 Lumens,Proyektor,2024-10-30,7,Wednesday,10,5,13595850
MIP-05410,TV Samsung 75 Inch,TV,2025-08-19,3,Tuesday,8,2,4118770
MIP-05411,Epson 10000 Lumens,Proyektor,2025-11-06,5,Thursday,11,2,8552572
MIP-05412,TV LG 43 Inch,TV,2025-01-09,3,Thursday,1,2,845481
MIP-05413,Screen 2x3,Screen,2024-01-04,6,Thursday,1,12,1993311
MIP-05414,TV Sony 65 Inch,TV,2025-03-05,10,Wednesday,3,4,7901400
MIP-05415,Epson 6000 Lumens,Proyektor,2025-03-22,6,Saturday,3,10,4504798
MIP-05416,TV Samsung 50 Inch,TV,2024-05-09,1,Thursday,5,9,506646
MIP-05417,TV Sony 65 Inch,TV,2025-12-19,1,Friday,12,1,853649
MIP-05418,Screen 3x4,Screen,2024-08-06,9,Tuesday,8,9,5532000
MIP-05419,TV LG 43 Inch,TV,2025-02-03,7,Monday,2,3,1822174
MIP-05420,TV Sony 65 Inch,TV,2024-12-27,5,Friday,12,5,4674283
MIP-05421,TV Sony 65 Inch,TV,2025-02-16,3,Sunday,2,1,2234896
MIP-05422,Screen 3x4,Screen,2025-10-22,3,Wednesday,10,1,1530586
MIP-05423,TV LG 43 Inch,TV,2024-04-22,8,Monday,4,8,1831498
MIP-05424,TV Panasonic 43 Inch,TV,2024-05-04,4,Saturday,5,1,951625
MIP-05425,TV Samsung 50 Inch,TV,2024-01-27,2,Saturday,1,4,999917
MIP-05426,Epson 6000 Lumens,Proyektor,2025-09-12,10,Friday,9,3,7742969
MIP-05427,TV LG 43 Inch,TV,2024-12-10,2,Tuesday,12,5,536693
MIP-05428,TV Samsung 50 Inch,TV,2025-10-08,5,Wednesday,10,7,2146733
MIP-05429,Screen 3x4,Screen,2025-06-02,5,Monday,6,6,2713065
MIP-05430,Epson 6000 Lumens,Proyektor,2024-09-23,7,Monday,9,4,6065069
MIP-05431,Screen 2x3,Screen,2024-08-23,10,Friday,8,19,3035277
MIP-05432,TV Sony 65 Inch,TV,2025-06-15,5,Sunday,6,5,4379088
MIP-05433,Epson 10000 Lumens,Proyektor,2025-05-01,4,Thursday,5,5,6433650
MIP-05434,Epson 10000 Lumens,Proyektor,2025-05-17,5,Saturday,5,4,7851210
MIP-05435,Epson 10000 Lumens,Proyektor,2025-05-19,5,Monday,5,3,8330984
MIP-05436,TV Samsung 50 Inch,TV,2025-02-16,5,Sunday,2,11,2061425
MIP-05437,TV Sony 65 Inch,TV,2025-05-17,10,Saturday,5,4,8743032
MIP-05438,Epson 6000 Lumens,Proyektor,2025-07-30,8,Wednesday,7,4,5840635
MIP-05439,Epson 10000 Lumens,Proyektor,2024-11-27,2,Wednesday,11,5,3241449
MIP-05440,TV Sony 65 Inch,TV,2025-07-29,8,Tuesday,7,5,5890518
MIP-05441,Epson 6000 Lumens,Proyektor,2025-09-29,10,Monday,9,8,8108677
MIP-05442,Epson 10000 Lumens,Proyektor,2025-03-05,6,Wednesday,3,1,11549358
MIP-05443,Epson 10000 Lumens,Proyektor,2025-02-20,6,Thursday,2,1,9503226
MIP-05444,Epson 6000 Lumens,Proyektor,2025-07-03,9,Thursday,7,7,6946395
MIP-05445,TV Panasonic 43 Inch,TV,2024-07-17,4,Wednesday,7,14,1148313
MIP-05446,Epson 10000 Lumens,Proyektor,2025-05-21,4,Wednesday,5,3,7574700
MIP-05447,Epson 10000 Lumens,Proyektor,2025-02-15,4,Saturday,2,5,6600557
MIP-05448,Screen 2x3,Screen,2024-08-15,6,Thursday,8,2,2283438
MIP-05449,TV Samsung 50 Inch,TV,2025-08-11,7,Monday,8,4,3138686
MIP-05450,TV Samsung 50 Inch,TV,2025-02-24,6,Monday,2,9,2963433
MIP-05451,TV LG 43 Inch,TV,2024-07-11,5,Thursday,7,4,1420506
MIP-05452,TV Samsung 75 Inch,TV,2024-11-30,6,Saturday,11,1,8219160
MIP-05453,TV Panasonic 43 Inch,TV,2025-06-27,2,Friday,6,1,490732
MIP-05454,TV Samsung 50 Inch,TV,2025-03-23,4,Sunday,3,3,1977224
MIP-05455,TV Samsung 50 Inch,TV,2024-01-21,3,Sunday,1,7,1264979
MIP-05456,TV Sony 65 Inch,TV,2024-06-07,10,Friday,6,3,7912819
MIP-05457,TV LG 43 Inch,TV,2025-08-04,1,Monday,8,1,245898
MIP-05458,Screen 3x4,Screen,2024-03-03,8,Sunday,3,1,4713799
MIP-05459,TV LG 43 Inch,TV,2024-12-20,4,Friday,12,10,991378
MIP-05460,TV Samsung 50 Inch,TV,2025-02-20,3,Thursday,2,10,1281248
MIP-05461,TV LG 43 Inch,TV,2024-02-08,8,Thursday,2,5,2137338
MIP-05462,Epson 6000 Lumens,Proyektor,2025-02-11,9,Tuesday,2,8,6817094
MIP-05463,TV Samsung 75 Inch,TV,2024-07-19,1,Friday,7,4,1612318
MIP-05464,Screen 3x4,Screen,2025-05-25,10,Sunday,5,1,5697456
MIP-05465,Screen 3x4,Screen,2024-02-23,7,Friday,2,6,4023407
MIP-05466,Screen 3x4,Screen,2024-11-26,8,Tuesday,11,7,4399558
MIP-05467,TV Samsung 50 Inch,TV,2024-07-09,2,Tuesday,7,8,931948
MIP-05468,TV Sony 65 Inch,TV,2024-08-10,6,Saturday,8,5,4265154
MIP-05469,Epson 6000 Lumens,Proyektor,2025-05-27,3,Tuesday,5,9,2656680
MIP-05470,TV Sony 65 Inch,TV,2024-06-01,6,Saturday,6,1,5094244
MIP-05471,Screen 3x4,Screen,2024-07-12,3,Friday,7,7,1831537
MIP-05472,Screen 2x3,Screen,2025-06-25,4,Wednesday,6,9,1364115
MIP-05473,Screen 3x4,Screen,2024-06-19,3,Wednesday,6,7,1641228
MIP-05474,Epson 6000 Lumens,Proyektor,2024-12-21,7,Saturday,12,9,6732502
MIP-05475,TV Panasonic 43 Inch,TV,2025-04-29,6,Tuesday,4,14,1632170
MIP-05476,TV LG 43 Inch,TV,2025-10-26,7,Sunday,10,4,1659941
MIP-05477,TV Samsung 75 Inch,TV,2024-09-06,8,Friday,9,2,13749207
MIP-05478,TV Samsung 75 Inch,TV,2024-11-24,1,Sunday,11,8,1518021
MIP-05479,TV Samsung 75 Inch,TV,2025-05-13,6,Tuesday,5,7,10289518
MIP-05480,TV Samsung 50 Inch,TV,2024-08-31,10,Saturday,8,1,3837045
MIP-05481,TV Sony 65 Inch,TV,2024-08-27,8,Tuesday,8,3,5731777
MIP-05482,Epson 6000 Lumens,Proyektor,2025-07-10,6,Thursday,7,1,4696982
MIP-05483,TV Sony 65 Inch,TV,2025-05-18,4,Sunday,5,5,3322246
MIP-05484,TV LG 43 Inch,TV,2025-06-08,6,Sunday,6,9,1512248
MIP-05485,TV Panasonic 43 Inch,TV,2024-10-03,8,Thursday,10,13,1865014
MIP-05486,TV Samsung 50 Inch,TV,2024-11-10,3,Sunday,11,9,1522945
MIP-05487,Epson 6000 Lumens,Proyektor,2025-01-17,9,Friday,1,3,8523004
MIP-05488,TV Panasonic 43 Inch,TV,2024-05-27,5,Monday,5,14,1338915
MIP-05489,Screen 3x4,Screen,2024-12-27,1,Friday,12,6,629669
MIP-05490,Epson 10000 Lumens,Proyektor,2025-04-17,4,Thursday,4,5,7232324
MIP-05491,TV Sony 65 Inch,TV,2025-03-11,5,Tuesday,3,1,3545148
MIP-05492,TV Panasonic 43 Inch,TV,2024-03-06,1,Wednesday,3,10,271824
MIP-05493,TV LG 43 Inch,TV,2024-02-03,3,Saturday,2,1,734032
MIP-05494,TV Samsung 50 Inch,TV,2024-06-19,8,Wednesday,6,7,3492485
MIP-05495,TV Samsung 75 Inch,TV,2024-11-17,8,Sunday,11,4,10371101
MIP-05496,TV LG 43 Inch,TV,2025-11-18,9,Tuesday,11,4,2033211
MIP-05497,Screen 3x4,Screen,2024-04-28,8,Sunday,4,9,4365301
MIP-05498,Epson 6000 Lumens,Proyektor,2024-09-29,4,Sunday,9,6,3878517
MIP-05499,Screen 3x4,Screen,2025-02-23,8,Sunday,2,5,3764670
MIP-05500,TV Samsung 75 Inch,TV,2025-05-03,2,Saturday,5,7,3027207
MIP-05501,Epson 6000 Lumens,Proyektor,2025-04-24,5,Thursday,4,10,4551503
MIP-05502,TV Panasonic 43 Inch,TV,2025-11-27,8,Thursday,11,9,2273005
MIP-05503,TV LG 43 Inch,TV,2025-05-06,8,Tuesday,5,1,1955239
MIP-05504,TV Sony 65 Inch,TV,2024-09-12,8,Thursday,9,2,6616933
MIP-05505,TV LG 43 Inch,TV,2025-04-04,9,Friday,4,9,2379888
MIP-05506,TV Sony 65 Inch,TV,2024-04-03,6,Wednesday,4,4,5095255
MIP-05507,TV LG 43 Inch,TV,2024-01-06,10,Saturday,1,4,2458990
MIP-05508,TV Panasonic 43 Inch,TV,2025-03-20,4,Thursday,3,9,853114
MIP-05509,Epson 6000 Lumens,Proyektor,2024-04-25,5,Thursday,4,14,3724254
MIP-05510,Epson 6000 Lumens,Proyektor,2024-07-13,1,Saturday,7,14,817078
MIP-05511,Epson 6000 Lumens,Proyektor,2024-02-22,3,Thursday,2,1,2888434
MIP-05512,TV Panasonic 43 Inch,TV,2024-03-18,10,Monday,3,5,2136713
MIP-05513,TV Panasonic 43 Inch,TV,2024-09-01,6,Sunday,9,9,1512536
MIP-05514,Epson 6000 Lumens,Proyektor,2025-03-02,4,Sunday,3,15,3216487
MIP-05515,Epson 10000 Lumens,Proyektor,2025-12-28,10,Sunday,12,2,20486011
MIP-05516,Epson 6000 Lumens,Proyektor,2025-04-21,9,Monday,4,4,8264848
MIP-05517,Epson 6000 Lumens,Proyektor,2024-11-02,3,Saturday,11,4,2296309
MIP-05518,TV Panasonic 43 Inch,TV,2024-01-08,10,Monday,1,13,2686255
MIP-05519,Epson 10000 Lumens,Proyektor,2024-05-01,8,Wednesday,5,5,13756690
MIP-05520,TV Panasonic 43 Inch,TV,2024-11-06,8,Wednesday,11,9,1885434
MIP-05521,TV Sony 65 Inch,TV,2025-07-13,2,Sunday,7,2,1762556
MIP-05522,Screen 2x3,Screen,2025-08-13,9,Wednesday,8,20,2834325
MIP-05523,TV LG 43 Inch,TV,2024-09-03,10,Tuesday,9,6,2852185
MIP-05524,TV LG 43 Inch,TV,2024-03-26,4,Tuesday,3,8,991329
MIP-05525,TV LG 43 Inch,TV,2024-11-04,8,Monday,11,7,1987592
MIP-05526,TV LG 43 Inch,TV,2024-02-05,6,Monday,2,1,1635873
MIP-05527,TV Samsung 50 Inch,TV,2025-09-18,6,Thursday,9,3,2898020
MIP-05528,TV Samsung 50 Inch,TV,2025-04-04,10,Friday,4,9,4710660
MIP-05529,Epson 6000 Lumens,Proyektor,2024-12-11,8,Wednesday,12,13,7753697
MIP-05530,TV Samsung 50 Inch,TV,2024-06-10,7,Monday,6,2,3482481
MIP-05531,Epson 10000 Lumens,Proyektor,2025-03-25,9,Tuesday,3,5,17665856
MIP-05532,Screen 2x3,Screen,2024-09-08,4,Sunday,9,18,1421798
MIP-05533,TV Sony 65 Inch,TV,2025-02-16,1,Sunday,2,3,845308
MIP-05534,TV Samsung 50 Inch,TV,2025-12-23,7,Tuesday,12,1,3023764
MIP-05535,Epson 10000 Lumens,Proyektor,2025-08-21,2,Thursday,8,4,3913919
MIP-05536,TV Samsung 75 Inch,TV,2024-08-17,2,Saturday,8,3,3184783
MIP-05537,Epson 6000 Lumens,Proyektor,2025-06-16,6,Monday,6,1,4909540
MIP-05538,TV Samsung 50 Inch,TV,2025-08-16,1,Saturday,8,6,394914
MIP-05539,TV Sony 65 Inch,TV,2025-01-28,6,Tuesday,1,5,4905833
MIP-05540,TV Samsung 50 Inch,TV,2025-06-04,5,Wednesday,6,7,2759188
MIP-05541,TV LG 43 Inch,TV,2025-06-27,9,Friday,6,4,2415267
MIP-05542,TV Samsung 50 Inch,TV,2025-04-02,5,Wednesday,4,5,2461017
MIP-05543,Screen 3x4,Screen,2024-11-17,5,Sunday,11,8,2873749
MIP-05544,TV Sony 65 Inch,TV,2024-07-05,4,Friday,7,5,3237623
MIP-05545,TV Sony 65 Inch,TV,2025-03-19,5,Wednesday,3,2,4421369
MIP-05546,TV Panasonic 43 Inch,TV,2024-05-20,8,Monday,5,6,1737198
MIP-05547,Screen 3x4,Screen,2024-12-30,2,Monday,12,9,1314643
MIP-05548,TV Sony 65 Inch,TV,2024-02-05,9,Monday,2,1,8127286
MIP-05549,Screen 2x3,Screen,2025-12-14,9,Sunday,12,15,3838005
MIP-05550,TV Panasonic 43 Inch,TV,2024-07-10,2,Wednesday,7,7,558562
MIP-05551,TV Samsung 50 Inch,TV,2024-11-22,4,Friday,11,9,1621192
MIP-05552,TV Samsung 75 Inch,TV,2025-01-31,7,Friday,1,7,10237362
MIP-05553,TV Samsung 50 Inch,TV,2025-11-28,2,Friday,11,5,770040
MIP-05554,Screen 2x3,Screen,2025-10-18,3,Saturday,10,9,987630
MIP-05555,Epson 10000 Lumens,Proyektor,2025-12-28,4,Sunday,12,1,8001946
MIP-05556,TV Sony 65 Inch,TV,2025-03-26,7,Wednesday,3,5,5134475
MIP-05557,Epson 10000 Lumens,Proyektor,2025-02-25,7,Tuesday,2,3,10591917
MIP-05558,Epson 6000 Lumens,Proyektor,2024-12-11,10,Wednesday,12,11,10072924
MIP-05559,Screen 3x4,Screen,2025-04-19,3,Saturday,4,9,1498698
MIP-05560,Epson 10000 Lumens,Proyektor,2024-03-13,3,Wednesday,3,5,5951582
MIP-05561,Screen 3x4,Screen,2025-11-11,3,Tuesday,11,8,1634610
MIP-05562,TV Sony 65 Inch,TV,2025-09-23,6,Tuesday,9,3,4792683
MIP-05563,Screen 3x4,Screen,2025-06-18,1,Wednesday,6,3,686138
MIP-05564,TV LG 43 Inch,TV,2024-07-30,7,Tuesday,7,7,1841987
MIP-05565,Epson 10000 Lumens,Proyektor,2024-04-20,4,Saturday,4,5,7783840
MIP-05566,Screen 3x4,Screen,2024-03-10,3,Sunday,3,2,1590431
MIP-05567,TV Samsung 50 Inch,TV,2025-03-17,10,Monday,3,11,4091108
MIP-05568,Screen 3x4,Screen,2025-04-05,1,Saturday,4,7,482639
MIP-05569,TV Samsung 50 Inch,TV,2024-11-25,6,Monday,11,1,3078907
MIP-05570,Epson 10000 Lumens,Proyektor,2025-04-22,7,Tuesday,4,3,12736037
MIP-05571,Epson 6000 Lumens,Proyektor,2024-04-06,3,Saturday,4,15,2906572
MIP-05572,TV Samsung 75 Inch,TV,2025-08-17,4,Sunday,8,5,5144878
MIP-05573,Screen 3x4,Screen,2024-06-12,3,Wednesday,6,7,1723921
MIP-05574,Epson 10000 Lumens,Proyektor,2024-07-24,8,Wednesday,7,1,14259858
MIP-05575,TV Samsung 50 Inch,TV,2025-08-01,9,Friday,8,7,4124909
MIP-05576,TV Samsung 50 Inch,TV,2024-01-30,6,Tuesday,1,7,2816910
MIP-05577,Screen 3x4,Screen,2025-08-25,4,Monday,8,9,2058100
MIP-05578,TV Samsung 50 Inch,TV,2025-03-05,1,Wednesday,3,6,500991
MIP-05579,TV Sony 65 Inch,TV,2025-12-18,1,Thursday,12,4,996848
MIP-05580,Epson 6000 Lumens,Proyektor,2025-03-10,1,Monday,3,3,746949
MIP-05581,Epson 6000 Lumens,Proyektor,2025-03-25,6,Tuesday,3,8,5351115
MIP-05582,TV Panasonic 43 Inch,TV,2024-04-30,3,Tuesday,4,6,699955
MIP-05583,TV Panasonic 43 Inch,TV,2025-11-06,8,Thursday,11,1,1782003
MIP-05584,TV Panasonic 43 Inch,TV,2024-10-05,10,Saturday,10,9,2634615
MIP-05585,Epson 10000 Lumens,Proyektor,2025-07-02,9,Wednesday,7,4,13838387
MIP-05586,TV Samsung 75 Inch,TV,2024-03-27,9,Wednesday,3,6,14612446
MIP-05587,TV LG 43 Inch,TV,2024-07-03,9,Wednesday,7,2,1936658
MIP-05588,TV LG 43 Inch,TV,2024-12-09,7,Monday,12,8,2087179
MIP-05589,Screen 3x4,Screen,2024-04-08,3,Monday,4,10,1682585
MIP-05590,Epson 6000 Lumens,Proyektor,2024-08-17,5,Saturday,8,13,4519911
MIP-05591,Epson 6000 Lumens,Proyektor,2024-12-24,10,Tuesday,12,14,9307654
MIP-05592,TV Panasonic 43 Inch,TV,2024-05-18,6,Saturday,5,12,1514583
MIP-05593,TV Samsung 75 Inch,TV,2024-08-31,9,Saturday,8,6,12215710
MIP-05594,TV Sony 65 Inch,TV,2025-08-11,3,Monday,8,4,2305286
MIP-05595,TV Panasonic 43 Inch,TV,2025-12-15,3,Monday,12,9,892929
MIP-05596,Screen 3x4,Screen,2024-02-22,6,Thursday,2,3,3449425
MIP-05597,TV Panasonic 43 Inch,TV,2025-06-03,3,Tuesday,6,6,913809
MIP-05598,TV Samsung 75 Inch,TV,2024-05-26,3,Sunday,5,5,4833313
MIP-05599,Screen 2x3,Screen,2025-06-17,3,Tuesday,6,12,1103679
MIP-05600,Epson 6000 Lumens,Proyektor,2025-08-10,1,Sunday,8,13,850300
MIP-05601,TV LG 43 Inch,TV,2025-08-13,4,Wednesday,8,2,897574
MIP-05602,TV Samsung 50 Inch,TV,2024-10-03,9,Thursday,10,12,4108886
MIP-05603,TV Panasonic 43 Inch,TV,2024-11-28,9,Thursday,11,5,2074301
MIP-05604,TV Panasonic 43 Inch,TV,2024-12-21,7,Saturday,12,3,2186714
MIP-05605,TV LG 43 Inch,TV,2025-07-17,10,Thursday,7,9,2584408
MIP-05606,Screen 2x3,Screen,2025-03-23,8,Sunday,3,2,2910285
MIP-05607,Screen 3x4,Screen,2024-07-14,9,Sunday,7,7,5570059
MIP-05608,Epson 10000 Lumens,Proyektor,2025-12-11,8,Thursday,12,1,15111742
MIP-05609,TV Samsung 50 Inch,TV,2025-12-30,8,Tuesday,12,3,3949610
MIP-05610,Screen 2x3,Screen,2024-11-03,9,Sunday,11,8,3255949
MIP-05611,TV Sony 65 Inch,TV,2024-07-01,5,Monday,7,4,4080402
MIP-05612,Epson 10000 Lumens,Proyektor,2025-09-30,5,Tuesday,9,5,9985857
MIP-05613,TV Samsung 75 Inch,TV,2025-01-29,4,Wednesday,1,2,6656146
MIP-05614,Screen 2x3,Screen,2024-09-12,3,Thursday,9,19,1187109
MIP-05615,Epson 10000 Lumens,Proyektor,2024-09-29,5,Sunday,9,4,7810328
MIP-05616,TV Samsung 75 Inch,TV,2024-05-26,7,Sunday,5,5,10179962
MIP-05617,TV LG 43 Inch,TV,2025-09-01,2,Monday,9,4,476767
MIP-05618,Epson 6000 Lumens,Proyektor,2024-10-30,8,Wednesday,10,11,7030610
MIP-05619,Epson 10000 Lumens,Proyektor,2025-01-02,10,Thursday,1,1,18446129
MIP-05620,TV Panasonic 43 Inch,TV,2025-09-15,9,Monday,9,5,2334269
MIP-05621,TV LG 43 Inch,TV,2024-06-29,9,Saturday,6,5,2154771
MIP-05622,Screen 3x4,Screen,2024-01-26,7,Friday,1,4,4170950
MIP-05623,Screen 2x3,Screen,2024-10-02,9,Wednesday,10,19,2999682
MIP-05624,Epson 6000 Lumens,Proyektor,2025-03-02,8,Sunday,3,14,7635996
MIP-05625,TV Samsung 75 Inch,TV,2025-12-27,9,Saturday,12,7,13343784
MIP-05626,Epson 10000 Lumens,Proyektor,2025-10-22,6,Wednesday,10,3,10687290
MIP-05627,Epson 10000 Lumens,Proyektor,2024-07-13,7,Saturday,7,5,11887610
MIP-05628,Epson 6000 Lumens,Proyektor,2024-10-14,5,Monday,10,6,3712731
MIP-05629,Screen 3x4,Screen,2025-06-28,6,Saturday,6,5,3396201
MIP-05630,Screen 2x3,Screen,2024-06-10,2,Monday,6,9,846665
